filename,label
TV_1.jpg,TV
TV_10.jpg,TV
TV_100.jpg,TV
TV_1000.jpg,TV
TV_1001.jpg,TV
TV_1002.jpg,TV
TV_1003.jpg,TV
TV_1004.jpg,TV
TV_1005.jpg,TV
TV_1006.jpg,TV
TV_1007.jpg,TV
TV_1008.jpg,TV
TV_101.jpg,TV
TV_1012.jpg,TV
TV_1013.jpg,TV
TV_1014.jpg,TV
TV_1018.jpg,TV
TV_1019.jpg,TV
TV_102.jpg,TV
TV_1020.jpg,TV
TV_1024.jpg,TV
TV_1025.jpg,TV
TV_1026.jpg,TV
TV_1027.jpg,TV
TV_1028.jpg,TV
TV_1029.jpg,TV
TV_103.jpg,TV
TV_1030.jpg,TV
TV_1031.jpg,TV
TV_1032.jpg,TV
TV_1033.jpg,TV
TV_1034.jpg,TV
TV_1035.jpg,TV
TV_1036.jpg,TV
TV_1037.jpg,TV
TV_1038.jpg,TV
TV_1039.jpg,TV
TV_104.jpg,TV
TV_1040.jpg,TV
TV_1041.jpg,TV
TV_1042.jpg,TV
TV_1043.jpg,TV
TV_1044.jpg,TV
TV_1045.jpg,TV
TV_1046.jpg,TV
TV_1047.jpg,TV
TV_105.jpg,TV
TV_1051.jpg,TV
TV_1052.jpg,TV
TV_1053.jpg,TV
TV_106.jpg,TV
TV_1060.jpg,TV
TV_1061.jpg,TV
TV_1062.jpg,TV
TV_1063.jpg,TV
TV_1064.jpg,TV
TV_1065.jpg,TV
TV_1066.jpg,TV
TV_1067.jpg,TV
TV_1068.jpg,TV
TV_1069.jpg,TV
TV_107.jpg,TV
TV_1070.jpg,TV
TV_1071.jpg,TV
TV_1075.jpg,TV
TV_1076.jpg,TV
TV_1077.jpg,TV
TV_1078.jpg,TV
TV_1079.jpg,TV
TV_108.jpg,TV
TV_1080.jpg,TV
TV_1084.jpg,TV
TV_1085.jpg,TV
TV_1086.jpg,TV
TV_1087.jpg,TV
TV_1088.jpg,TV
TV_1089.jpg,TV
TV_1093.jpg,TV
TV_1094.jpg,TV
TV_1095.jpg,TV
TV_1099.jpg,TV
TV_11.jpg,TV
TV_1100.jpg,TV
TV_1101.jpg,TV
TV_1102.jpg,TV
TV_1103.jpg,TV
TV_1104.jpg,TV
TV_1105.jpg,TV
TV_1106.jpg,TV
TV_1107.jpg,TV
TV_1108.jpg,TV
TV_1109.jpg,TV
TV_1110.jpg,TV
TV_1111.jpg,TV
TV_1112.jpg,TV
TV_1113.jpg,TV
TV_1114.jpg,TV
TV_1115.jpg,TV
TV_1116.jpg,TV
TV_112.jpg,TV
TV_1120.jpg,TV
TV_1121.jpg,TV
TV_1122.jpg,TV
TV_1123.jpg,TV
TV_1124.jpg,TV
TV_1125.jpg,TV
TV_1126.jpg,TV
TV_1127.jpg,TV
TV_1128.jpg,TV
TV_113.jpg,TV
TV_1132.jpg,TV
TV_1133.jpg,TV
TV_1134.jpg,TV
TV_1138.jpg,TV
TV_1139.jpg,TV
TV_114.jpg,TV
TV_1140.jpg,TV
TV_1141.jpg,TV
TV_1142.jpg,TV
TV_1143.jpg,TV
TV_1147.jpg,TV
TV_1148.jpg,TV
TV_1149.jpg,TV
TV_1150.jpg,TV
TV_1151.jpg,TV
TV_1152.jpg,TV
TV_1162.jpg,TV
TV_1163.jpg,TV
TV_1164.jpg,TV
TV_1165.jpg,TV
TV_1166.jpg,TV
TV_1167.jpg,TV
TV_1168.jpg,TV
TV_1169.jpg,TV
TV_1170.jpg,TV
TV_1171.jpg,TV
TV_1172.jpg,TV
TV_1173.jpg,TV
TV_118.jpg,TV
TV_1189.jpg,TV
TV_119.jpg,TV
TV_1190.jpg,TV
TV_1191.jpg,TV
TV_1192.jpg,TV
TV_1193.jpg,TV
TV_1194.jpg,TV
TV_1195.jpg,TV
TV_1196.jpg,TV
TV_1197.jpg,TV
TV_1198.jpg,TV
TV_1199.jpg,TV
TV_12.jpg,TV
TV_120.jpg,TV
TV_1200.jpg,TV
TV_1201.jpg,TV
TV_1202.jpg,TV
TV_1203.jpg,TV
TV_1204.jpg,TV
TV_1205.jpg,TV
TV_1206.jpg,TV
TV_1207.jpg,TV
TV_1208.jpg,TV
TV_1209.jpg,TV
TV_121.jpg,TV
TV_1219.jpg,TV
TV_122.jpg,TV
TV_1220.jpg,TV
TV_1221.jpg,TV
TV_1222.jpg,TV
TV_1223.jpg,TV
TV_1224.jpg,TV
TV_1225.jpg,TV
TV_1226.jpg,TV
